program,tool_id,item,vendor,lead_time_days_planned,lead_time_days_actual,expedite_spend_usd,expedite_reason,need_by_date,promise_date,received_date
Atlas-Sustaining,T-AT-06,RF Gen,VendorB,167,162,0.0,,2026-02-12,2026-03-02,2026-03-07
Nova-Upgrade,T-NO-10,Pressure Transducer,VendorF,129,135,0.0,,2025-07-21,2025-07-16,2025-07-31
Helios-NewBay,T-HE-06,Harness,VendorB,129,171,0.0,,2026-05-05,2026-05-24,2026-06-15
Phoenix-ETD,T-PH-05,Chiller,VendorC,84,127,1943.58,Capacity constraint,2025-09-24,2025-10-09,2025-10-09
Atlas-Sustaining,T-AT-08,Sensors Kit,VendorB,45,30,0.0,,2026-01-18,2025-12-12,2026-01-06
Helios-NewBay,T-HE-01,Tool Frame,VendorE,31,42,0.0,,2026-04-07,2026-04-26,2026-05-03
Phoenix-ETD,T-PH-04,Chiller,VendorA,157,173,0.0,,2025-08-08,2025-07-20,2025-08-12
Nova-Upgrade,T-NO-01,Control Cabinet,VendorF,145,191,0.0,,2025-07-22,2025-06-22,
Helios-NewBay,T-HE-08,Harness,VendorB,82,129,0.0,,2026-05-17,2026-04-30,2026-05-21
Nova-Upgrade,T-NO-05,Control Cabinet,VendorC,119,130,0.0,,2025-09-29,2025-10-19,2025-10-21
Helios-NewBay,T-HE-05,Pressure Transducer,VendorB,167,142,0.0,,2026-02-26,2026-03-07,2026-03-03
Nova-Upgrade,T-NO-09,Chiller,VendorE,132,158,0.0,,2025-07-24,2025-08-09,2025-08-16
Helios-NewBay,T-HE-06,Pressure Transducer,VendorC,118,143,6674.14,Rework,2025-08-12,2025-08-03,
Atlas-Sustaining,T-AT-05,MFC,VendorD,120,146,0.0,,2025-12-08,2025-11-20,2025-11-13
Orion-Ramp,T-OR-04,RF Gen,VendorB,174,192,0.0,,2025-10-18,2025-09-29,2025-10-05
Helios-NewBay,T-HE-03,Valve Manifold,VendorA,36,67,0.0,,2025-10-05,2025-10-11,2025-10-22
Nova-Upgrade,T-NO-08,Tool Frame,VendorA,64,119,5069.84,Missing parts,2026-01-23,2026-01-30,2026-02-26
Phoenix-ETD,T-PH-09,Tool Frame,VendorF,161,117,1545.68,Late ECO,2025-11-30,2025-10-31,2025-11-15
Helios-NewBay,T-HE-06,Sensors Kit,VendorB,42,60,0.0,,2025-07-05,2025-07-14,2025-08-10
Helios-NewBay,T-HE-03,Control Cabinet,VendorD,72,87,6862.31,Capacity constraint,2025-09-19,2025-09-20,2025-09-14
Nova-Upgrade,T-NO-10,Valve Manifold,VendorD,109,141,0.0,,2025-08-20,2025-08-31,
Nova-Upgrade,T-NO-01,RF Gen,VendorD,140,140,6341.77,Capacity constraint,2025-11-11,2025-10-23,2025-11-09
Orion-Ramp,T-OR-08,RF Gen,VendorA,124,116,0.0,,2026-02-02,2026-01-28,2026-02-17
Orion-Ramp,T-OR-03,MFC,VendorF,60,76,0.0,,2025-10-05,2025-10-05,2025-10-31
Atlas-Sustaining,T-AT-10,Harness,VendorE,127,92,577.33,Supplier expedite,2025-10-10,2025-09-06,2025-10-04
Atlas-Sustaining,T-AT-07,Tool Frame,VendorC,149,141,0.0,,2025-11-16,2025-11-30,
Nova-Upgrade,T-NO-03,Harness,VendorF,70,105,11535.51,Supplier expedite,2025-12-05,2025-11-07,2025-11-26
Orion-Ramp,T-OR-10,Vac Pump,VendorD,100,117,0.0,,2025-10-02,2025-09-16,2025-09-19
Nova-Upgrade,T-NO-01,RF Gen,VendorE,53,37,0.0,,2026-05-18,2026-04-20,
Phoenix-ETD,T-PH-08,Pressure Transducer,VendorC,81,90,0.0,,2026-04-19,2026-05-07,
Helios-NewBay,T-HE-02,Pressure Transducer,VendorD,146,155,2208.21,Late ECO,2025-12-05,2025-11-24,
Nova-Upgrade,T-NO-02,Vac Pump,VendorC,85,89,2175.72,Missing parts,2025-09-26,2025-09-05,2025-08-31
Helios-NewBay,T-HE-08,Harness,VendorE,105,97,0.0,,2026-03-24,2026-03-30,
Atlas-Sustaining,T-AT-06,Pressure Transducer,VendorE,77,115,0.0,,2026-04-15,2026-03-09,2026-03-09
Nova-Upgrade,T-NO-08,Control Cabinet,VendorD,83,120,0.0,,2025-09-09,2025-09-27,2025-09-28
Orion-Ramp,T-OR-09,Chiller,VendorA,24,91,8476.81,Supplier expedite,2025-11-02,2025-09-26,2025-10-25
Nova-Upgrade,T-NO-03,Gas Box,VendorB,141,164,0.0,,2025-12-26,2025-12-02,
Orion-Ramp,T-OR-02,Harness,VendorF,64,25,2449.18,Supplier expedite,2026-03-08,2026-03-02,2026-03-16
Orion-Ramp,T-OR-05,MFC,VendorB,84,111,1841.42,Missing parts,2026-06-14,2026-05-19,
Phoenix-ETD,T-PH-10,Pressure Transducer,VendorF,130,113,0.0,,2026-01-16,2026-01-25,
Atlas-Sustaining,T-AT-08,Sensors Kit,VendorE,23,73,0.0,,2026-01-21,2026-01-11,2026-02-04
Phoenix-ETD,T-PH-06,Pressure Transducer,VendorA,67,104,0.0,,2026-06-21,2026-06-03,2026-06-08
Helios-NewBay,T-HE-02,Gas Box,VendorD,151,157,6848.23,Capacity constraint,2026-01-12,2025-12-09,
Atlas-Sustaining,T-AT-03,Chiller,VendorE,144,191,0.0,,2025-09-06,2025-08-09,
Atlas-Sustaining,T-AT-08,Harness,VendorA,157,165,0.0,,2025-10-30,2025-10-11,2025-10-08
Helios-NewBay,T-HE-01,Control Cabinet,VendorC,46,59,0.0,,2026-05-06,2026-04-22,
Atlas-Sustaining,T-AT-01,Control Cabinet,VendorA,42,27,0.0,,2025-12-08,2025-12-03,2025-12-22
Nova-Upgrade,T-NO-06,Harness,VendorA,177,223,0.0,,2025-12-01,2025-11-11,2025-11-13
Orion-Ramp,T-OR-10,RF Gen,VendorC,113,153,0.0,,2026-01-23,2026-01-19,2026-02-09
Orion-Ramp,T-OR-07,Vac Pump,VendorA,99,117,10165.22,Capacity constraint,2026-03-14,2026-03-23,2026-03-27
Phoenix-ETD,T-PH-09,Pressure Transducer,VendorA,26,49,0.0,,2025-09-14,2025-08-17,
Helios-NewBay,T-HE-03,Harness,VendorB,59,108,8089.22,Capacity constraint,2026-01-08,2025-12-19,2026-01-07
Nova-Upgrade,T-NO-10,Valve Manifold,VendorB,115,176,0.0,,2026-05-12,2026-04-10,2026-05-01
Phoenix-ETD,T-PH-02,Vac Pump,VendorB,45,8,0.0,,2026-02-15,2026-02-03,2026-01-30
Nova-Upgrade,T-NO-04,Gas Box,VendorC,176,198,0.0,,2025-10-10,2025-10-04,2025-10-26
Orion-Ramp,T-OR-08,Harness,VendorE,33,25,0.0,,2025-11-27,2025-10-25,2025-11-17
Nova-Upgrade,T-NO-08,Valve Manifold,VendorB,68,32,1470.35,Rework,2026-01-15,2026-01-04,2026-01-06
Phoenix-ETD,T-PH-10,RF Gen,VendorF,93,141,0.0,,2025-12-10,2025-12-01,2025-11-30
Helios-NewBay,T-HE-02,Vac Pump,VendorC,60,69,4128.87,Air freight,2026-06-23,2026-06-28,2026-07-25
Orion-Ramp,T-OR-08,Gas Box,VendorD,78,77,0.0,,2026-05-11,2026-04-29,
Helios-NewBay,T-HE-08,Gas Box,VendorC,21,32,0.0,,2026-05-21,2026-05-19,2026-06-12
Atlas-Sustaining,T-AT-02,Tool Frame,VendorC,177,219,0.0,,2025-09-25,2025-10-12,2025-10-29
Phoenix-ETD,T-PH-05,Pressure Transducer,VendorB,55,102,0.0,,2025-09-10,2025-08-26,2025-08-20
Phoenix-ETD,T-PH-10,Harness,VendorE,158,186,0.0,,2025-08-26,2025-09-15,2025-09-17
Phoenix-ETD,T-PH-04,MFC,VendorA,63,8,0.0,,2026-03-29,2026-04-16,2026-05-10
Helios-NewBay,T-HE-02,Pressure Transducer,VendorE,103,109,0.0,,2025-10-16,2025-09-16,
Orion-Ramp,T-OR-04,MFC,VendorD,22,9,0.0,,2025-08-03,2025-08-20,2025-09-13
Helios-NewBay,T-HE-03,Vac Pump,VendorC,158,181,0.0,,2026-03-16,2026-03-18,2026-04-06
Phoenix-ETD,T-PH-04,Vac Pump,VendorB,42,34,4953.95,Late ECO,2026-04-11,2026-04-03,2026-04-01
Phoenix-ETD,T-PH-09,RF Gen,VendorA,67,70,0.0,,2026-05-31,2026-06-05,
Phoenix-ETD,T-PH-06,RF Gen,VendorF,54,67,0.0,,2026-04-13,2026-04-14,2026-05-06
Helios-NewBay,T-HE-02,Control Cabinet,VendorC,35,69,0.0,,2025-12-14,2025-12-07,
Helios-NewBay,T-HE-03,Harness,VendorD,171,157,1683.72,Missing parts,2026-05-01,2026-05-15,2026-06-12
Atlas-Sustaining,T-AT-06,Tool Frame,VendorE,24,56,0.0,,2026-06-06,2026-06-16,2026-07-06
Nova-Upgrade,T-NO-07,RF Gen,VendorF,157,88,0.0,,2025-09-16,2025-09-16,2025-09-07
Helios-NewBay,T-HE-06,Valve Manifold,VendorA,53,104,2336.26,Late ECO,2026-05-15,2026-05-03,2026-04-26
Helios-NewBay,T-HE-08,Tool Frame,VendorC,75,82,0.0,,2025-07-21,2025-07-27,2025-08-08
Orion-Ramp,T-OR-09,Pressure Transducer,VendorB,99,75,0.0,,2025-11-07,2025-10-27,
Atlas-Sustaining,T-AT-09,Gas Box,VendorD,83,84,0.0,,2025-12-11,2025-11-19,2025-12-05
Phoenix-ETD,T-PH-04,Pressure Transducer,VendorE,79,118,4988.66,Supplier expedite,2025-12-23,2025-12-09,2025-12-15
Helios-NewBay,T-HE-05,MFC,VendorA,160,217,2604.1,Late ECO,2026-01-29,2026-02-13,2026-02-25
Orion-Ramp,T-OR-01,RF Gen,VendorE,53,79,0.0,,2026-04-01,2026-03-01,2026-03-27
Phoenix-ETD,T-PH-02,Tool Frame,VendorD,92,98,0.0,,2026-04-03,2026-03-29,2026-04-01
Orion-Ramp,T-OR-01,Pressure Transducer,VendorB,96,141,0.0,,2025-10-18,2025-10-19,2025-10-29
Helios-NewBay,T-HE-10,RF Gen,VendorA,101,102,0.0,,2026-02-06,2026-01-03,
Atlas-Sustaining,T-AT-03,RF Gen,VendorD,94,72,0.0,,2025-08-06,2025-08-17,
Orion-Ramp,T-OR-02,Valve Manifold,VendorA,64,130,7465.02,Capacity constraint,2025-10-05,2025-10-01,2025-09-23
Helios-NewBay,T-HE-02,Vac Pump,VendorA,130,149,365.8,Capacity constraint,2026-01-25,2025-12-22,2026-01-10
Helios-NewBay,T-HE-01,Vac Pump,VendorA,175,235,0.0,,2026-06-08,2026-06-11,2026-07-01
Phoenix-ETD,T-PH-08,Control Cabinet,VendorD,117,98,0.0,,2025-12-03,2025-12-02,2025-12-19
Helios-NewBay,T-HE-08,Chiller,VendorE,175,212,0.0,,2026-05-17,2026-04-22,2026-04-25
Orion-Ramp,T-OR-05,Chiller,VendorA,93,126,0.0,,2026-02-05,2026-01-13,2026-01-12
Orion-Ramp,T-OR-02,Chiller,VendorD,91,64,2963.16,Rework,2025-07-13,2025-07-15,2025-08-09
Phoenix-ETD,T-PH-06,Valve Manifold,VendorF,116,119,6725.46,Rework,2025-10-29,2025-10-15,2025-10-06
Orion-Ramp,T-OR-09,Pressure Transducer,VendorD,120,188,2824.9,Air freight,2025-09-01,2025-08-13,2025-08-11
Nova-Upgrade,T-NO-06,RF Gen,VendorC,45,8,0.0,,2025-08-04,2025-07-03,2025-07-08
Helios-NewBay,T-HE-08,Gas Box,VendorE,28,19,0.0,,2026-03-04,2026-02-26,2026-03-20
Orion-Ramp,T-OR-06,Chiller,VendorC,86,102,0.0,,2025-11-07,2025-11-16,
Phoenix-ETD,T-PH-04,MFC,VendorA,101,122,0.0,,2025-09-23,2025-10-03,2025-10-13
Nova-Upgrade,T-NO-02,Tool Frame,VendorE,29,45,0.0,,2026-06-02,2026-05-09,2026-05-10
Atlas-Sustaining,T-AT-04,Gas Box,VendorD,27,8,0.0,,2025-11-18,2025-11-24,2025-11-17
Helios-NewBay,T-HE-08,Valve Manifold,VendorD,70,114,0.0,,2026-01-16,2025-12-20,2026-01-09
Orion-Ramp,T-OR-09,Pressure Transducer,VendorD,59,45,0.0,,2026-03-11,2026-02-21,2026-03-02
Helios-NewBay,T-HE-05,Vac Pump,VendorE,119,171,4801.26,Air freight,2025-11-15,2025-11-04,
Phoenix-ETD,T-PH-01,Chiller,VendorB,99,162,0.0,,2026-04-09,2026-04-27,2026-05-22
Helios-NewBay,T-HE-09,RF Gen,VendorA,109,135,3405.84,Capacity constraint,2025-07-08,2025-06-06,2025-06-12
Phoenix-ETD,T-PH-09,Tool Frame,VendorA,164,186,9770.99,Rework,2026-06-22,2026-06-24,
Orion-Ramp,T-OR-05,MFC,VendorA,97,94,0.0,,2026-03-18,2026-02-17,
Nova-Upgrade,T-NO-04,Valve Manifold,VendorF,133,120,11277.9,Capacity constraint,2026-02-15,2026-02-19,2026-02-16
Helios-NewBay,T-HE-09,RF Gen,VendorA,79,59,0.0,,2026-02-02,2026-01-25,2026-02-17
Nova-Upgrade,T-NO-04,RF Gen,VendorF,175,190,0.0,,2025-07-14,2025-06-24,2025-07-15
Phoenix-ETD,T-PH-08,Valve Manifold,VendorE,96,143,981.32,Missing parts,2026-04-01,2026-03-23,2026-04-05
Orion-Ramp,T-OR-02,MFC,VendorD,122,166,0.0,,2026-04-17,2026-03-24,2026-04-01
Atlas-Sustaining,T-AT-05,Control Cabinet,VendorF,119,115,6822.75,Capacity constraint,2026-01-28,2025-12-27,2026-01-18
Atlas-Sustaining,T-AT-05,Pressure Transducer,VendorD,60,8,0.0,,2025-11-29,2025-12-16,2025-12-23
Atlas-Sustaining,T-AT-09,RF Gen,VendorA,127,199,0.0,,2025-10-28,2025-11-08,2025-11-30
Helios-NewBay,T-HE-01,Harness,VendorC,75,112,0.0,,2026-01-29,2026-01-07,2026-01-07
Phoenix-ETD,T-PH-07,Control Cabinet,VendorE,55,57,0.0,,2025-12-06,2025-11-29,2025-12-17
Helios-NewBay,T-HE-04,Gas Box,VendorE,106,107,2599.07,Supplier expedite,2026-01-10,2025-12-03,2025-12-26
Nova-Upgrade,T-NO-04,Chiller,VendorF,86,74,0.0,,2025-08-12,2025-08-13,2025-08-07
Orion-Ramp,T-OR-03,MFC,VendorD,136,188,0.0,,2025-12-26,2025-12-22,2025-12-21
Helios-NewBay,T-HE-01,Vac Pump,VendorB,142,177,901.6,Priority build,2026-01-28,2025-12-22,2026-01-05
Helios-NewBay,T-HE-10,Vac Pump,VendorE,64,40,4282.72,Missing parts,2026-05-12,2026-05-04,2026-05-10
Nova-Upgrade,T-NO-07,Chiller,VendorC,41,89,6151.52,Missing parts,2025-09-19,2025-08-31,2025-09-21
Phoenix-ETD,T-PH-01,Valve Manifold,VendorD,22,32,0.0,,2025-10-09,2025-10-05,
Orion-Ramp,T-OR-05,Valve Manifold,VendorD,118,120,0.0,,2025-09-23,2025-09-24,2025-09-28
Atlas-Sustaining,T-AT-06,Harness,VendorD,28,8,3184.06,Capacity constraint,2026-01-19,2026-01-16,
Atlas-Sustaining,T-AT-03,Chiller,VendorF,149,183,2648.56,Capacity constraint,2026-06-21,2026-06-21,2026-06-21
Phoenix-ETD,T-PH-01,Harness,VendorB,34,66,0.0,,2025-11-20,2025-11-28,2025-12-24
Orion-Ramp,T-OR-09,Sensors Kit,VendorE,41,43,2340.94,Supplier expedite,2026-02-22,2026-03-13,2026-03-31
Orion-Ramp,T-OR-04,Control Cabinet,VendorA,99,95,0.0,,2025-08-23,2025-08-28,2025-08-23
Orion-Ramp,T-OR-04,MFC,VendorC,83,98,0.0,,2025-10-29,2025-11-12,2025-11-08
Phoenix-ETD,T-PH-06,MFC,VendorE,177,168,4487.32,Air freight,2026-06-15,2026-05-26,2026-06-13
Atlas-Sustaining,T-AT-03,RF Gen,VendorC,29,47,0.0,,2025-09-04,2025-08-20,2025-08-13
Nova-Upgrade,T-NO-01,Pressure Transducer,VendorB,97,92,0.0,,2025-12-22,2025-12-20,2025-12-27
Orion-Ramp,T-OR-10,Chiller,VendorB,48,44,0.0,,2026-02-04,2026-02-22,2026-02-22
Helios-NewBay,T-HE-06,Gas Box,VendorB,39,47,7231.08,Air freight,2026-06-27,2026-06-04,2026-05-30
Phoenix-ETD,T-PH-08,RF Gen,VendorF,146,161,11724.19,Air freight,2025-07-16,2025-06-23,2025-07-04
Atlas-Sustaining,T-AT-02,Control Cabinet,VendorE,68,92,0.0,,2025-11-28,2025-10-31,
Helios-NewBay,T-HE-06,Sensors Kit,VendorD,21,38,12265.56,Rework,2026-05-04,2026-04-20,2026-05-04
Atlas-Sustaining,T-AT-08,MFC,VendorE,62,96,9692.38,Capacity constraint,2025-08-09,2025-07-02,2025-07-21
Helios-NewBay,T-HE-09,MFC,VendorE,26,29,1515.49,Missing parts,2026-04-28,2026-04-15,2026-05-11
Orion-Ramp,T-OR-02,MFC,VendorA,89,87,0.0,,2025-09-17,2025-09-10,2025-10-03
Phoenix-ETD,T-PH-05,Valve Manifold,VendorE,53,41,0.0,,2026-04-28,2026-05-07,2026-05-22
Phoenix-ETD,T-PH-03,Chiller,VendorC,93,110,0.0,,2026-01-22,2026-02-06,2026-02-02
Atlas-Sustaining,T-AT-09,RF Gen,VendorE,93,58,4540.55,Late ECO,2025-08-28,2025-08-15,2025-08-22
Phoenix-ETD,T-PH-02,Sensors Kit,VendorE,20,13,0.0,,2025-10-26,2025-09-18,2025-09-17
Phoenix-ETD,T-PH-05,Valve Manifold,VendorE,116,125,628.57,Priority build,2025-11-26,2025-10-21,
Helios-NewBay,T-HE-01,RF Gen,VendorA,97,18,0.0,,2025-07-30,2025-08-02,2025-08-02
Atlas-Sustaining,T-AT-06,MFC,VendorF,125,144,0.0,,2025-08-12,2025-08-01,2025-08-04
Orion-Ramp,T-OR-01,MFC,VendorD,23,74,2169.83,Air freight,2025-11-08,2025-10-18,2025-11-16
Nova-Upgrade,T-NO-01,Pressure Transducer,VendorF,147,90,0.0,,2026-01-09,2025-12-04,2025-12-08
Nova-Upgrade,T-NO-04,Tool Frame,VendorE,24,8,0.0,,2025-10-28,2025-11-11,2025-11-30
Phoenix-ETD,T-PH-09,Control Cabinet,VendorB,29,58,4840.24,Air freight,2026-04-07,2026-03-31,
Atlas-Sustaining,T-AT-05,MFC,VendorA,176,249,0.0,,2026-01-24,2026-01-03,
Orion-Ramp,T-OR-03,Tool Frame,VendorC,27,17,0.0,,2025-10-25,2025-10-16,2025-11-07
Atlas-Sustaining,T-AT-05,Vac Pump,VendorA,43,30,0.0,,2026-05-04,2026-04-04,2026-03-29
Nova-Upgrade,T-NO-03,Control Cabinet,VendorC,110,151,0.0,,2026-06-06,2026-06-19,
Helios-NewBay,T-HE-03,MFC,VendorD,57,8,3914.02,Priority build,2026-01-12,2025-12-13,
Nova-Upgrade,T-NO-09,Control Cabinet,VendorF,139,191,0.0,,2025-09-14,2025-09-22,2025-09-19
Helios-NewBay,T-HE-02,Control Cabinet,VendorE,178,217,1929.65,Supplier expedite,2025-10-11,2025-09-11,
Helios-NewBay,T-HE-02,Vac Pump,VendorA,77,108,0.0,,2026-06-07,2026-05-13,2026-05-27
Helios-NewBay,T-HE-07,RF Gen,VendorF,144,156,0.0,,2025-09-06,2025-09-04,2025-09-01
Orion-Ramp,T-OR-01,Vac Pump,VendorB,73,91,0.0,,2025-08-14,2025-08-17,
Nova-Upgrade,T-NO-01,Vac Pump,VendorA,124,123,0.0,,2026-06-11,2026-06-06,2026-06-01
Atlas-Sustaining,T-AT-07,Harness,VendorB,178,146,0.0,,2025-11-02,2025-10-16,2025-10-12
Helios-NewBay,T-HE-10,Harness,VendorA,174,218,0.0,,2026-05-22,2026-05-17,2026-06-12
Phoenix-ETD,T-PH-05,Gas Box,VendorC,156,196,0.0,,2026-06-18,2026-06-23,
Nova-Upgrade,T-NO-04,Harness,VendorA,54,36,0.0,,2025-09-26,2025-09-24,2025-10-17
Orion-Ramp,T-OR-09,Harness,VendorE,102,169,0.0,,2025-09-10,2025-09-19,2025-09-29
Atlas-Sustaining,T-AT-01,Valve Manifold,VendorB,91,63,0.0,,2026-03-04,2026-02-27,2026-03-03
Helios-NewBay,T-HE-08,Gas Box,VendorF,60,20,0.0,,2025-07-23,2025-06-14,
Orion-Ramp,T-OR-07,Vac Pump,VendorB,103,94,5452.25,Priority build,2026-02-19,2026-01-21,
Atlas-Sustaining,T-AT-09,MFC,VendorA,68,75,0.0,,2026-04-30,2026-04-21,2026-04-12
Atlas-Sustaining,T-AT-01,Sensors Kit,VendorE,118,189,9751.15,Late ECO,2026-01-03,2026-01-19,2026-02-02
Phoenix-ETD,T-PH-06,Tool Frame,VendorC,58,134,0.0,,2025-07-06,2025-06-22,2025-06-22
Helios-NewBay,T-HE-01,Chiller,VendorE,136,133,0.0,,2025-07-09,2025-06-19,
Helios-NewBay,T-HE-06,Control Cabinet,VendorF,169,135,8436.96,Rework,2026-01-21,2026-02-09,2026-01-31
Phoenix-ETD,T-PH-10,Gas Box,VendorC,146,158,1146.94,Late ECO,2026-04-24,2026-04-07,
Orion-Ramp,T-OR-07,Vac Pump,VendorD,80,55,0.0,,2025-11-11,2025-10-14,
Orion-Ramp,T-OR-01,Chiller,VendorB,160,175,6448.79,Rework,2025-09-11,2025-08-27,2025-08-28
Nova-Upgrade,T-NO-04,Tool Frame,VendorF,56,108,0.0,,2026-02-19,2026-01-18,
Atlas-Sustaining,T-AT-08,Sensors Kit,VendorC,90,114,0.0,,2025-10-08,2025-10-09,
Helios-NewBay,T-HE-06,Pressure Transducer,VendorA,168,205,3078.47,Capacity constraint,2026-04-21,2026-05-07,2026-05-08
Phoenix-ETD,T-PH-08,RF Gen,VendorF,85,83,0.0,,2026-01-14,2026-01-23,
Helios-NewBay,T-HE-02,Pressure Transducer,VendorD,44,114,0.0,,2025-10-10,2025-10-28,2025-11-22
Atlas-Sustaining,T-AT-09,RF Gen,VendorC,29,8,6387.29,Rework,2025-09-20,2025-09-12,
Helios-NewBay,T-HE-10,Control Cabinet,VendorD,150,160,0.0,,2026-03-18,2026-03-01,2026-03-12
Orion-Ramp,T-OR-01,MFC,VendorD,55,111,12179.37,Priority build,2026-04-21,2026-04-29,2026-05-21
Orion-Ramp,T-OR-07,Control Cabinet,VendorF,86,93,3458.71,Capacity constraint,2026-06-21,2026-05-19,2026-06-14
Nova-Upgrade,T-NO-06,Control Cabinet,VendorA,148,163,0.0,,2026-04-21,2026-04-20,2026-04-21
Orion-Ramp,T-OR-07,Tool Frame,VendorB,143,211,0.0,,2026-06-01,2026-05-25,2026-06-15
Helios-NewBay,T-HE-05,Vac Pump,VendorF,111,110,7024.99,Missing parts,2025-07-05,2025-06-22,2025-06-14
Nova-Upgrade,T-NO-06,Gas Box,VendorC,36,8,0.0,,2025-07-20,2025-07-17,2025-07-10
Orion-Ramp,T-OR-01,RF Gen,VendorF,148,153,6981.79,Late ECO,2025-10-25,2025-10-31,2025-11-18
Nova-Upgrade,T-NO-06,Chiller,VendorE,173,226,0.0,,2026-06-24,2026-06-13,
Helios-NewBay,T-HE-04,RF Gen,VendorE,104,102,0.0,,2025-08-17,2025-08-05,2025-08-16
Orion-Ramp,T-OR-04,Chiller,VendorC,131,182,5072.69,Capacity constraint,2025-11-02,2025-10-28,2025-10-20
Orion-Ramp,T-OR-01,Sensors Kit,VendorC,70,99,0.0,,2026-05-24,2026-05-28,2026-05-20
Atlas-Sustaining,T-AT-05,RF Gen,VendorA,155,156,6025.18,Late ECO,2026-01-08,2025-12-17,2026-01-08
Helios-NewBay,T-HE-07,Pressure Transducer,VendorB,117,131,0.0,,2026-04-28,2026-05-04,
Helios-NewBay,T-HE-04,Chiller,VendorA,71,60,0.0,,2026-06-17,2026-05-17,
Orion-Ramp,T-OR-09,Vac Pump,VendorD,168,158,3532.95,Priority build,2026-06-13,2026-06-02,
Nova-Upgrade,T-NO-10,Control Cabinet,VendorA,62,95,0.0,,2025-10-24,2025-10-23,
Orion-Ramp,T-OR-09,Chiller,VendorC,156,146,7120.02,Capacity constraint,2026-05-16,2026-06-01,2026-06-22
Phoenix-ETD,T-PH-10,Sensors Kit,VendorA,129,130,3491.13,Capacity constraint,2026-05-02,2026-05-16,2026-05-08
Helios-NewBay,T-HE-09,MFC,VendorD,116,135,5078.31,Priority build,2025-09-08,2025-09-01,
Helios-NewBay,T-HE-03,Harness,VendorD,59,61,0.0,,2026-06-12,2026-05-05,2026-05-28
Helios-NewBay,T-HE-04,Pressure Transducer,VendorD,47,82,498.27,Rework,2026-06-09,2026-06-13,2026-07-12
Nova-Upgrade,T-NO-03,Tool Frame,VendorF,77,124,3068.34,Air freight,2025-09-01,2025-09-18,
Phoenix-ETD,T-PH-06,Sensors Kit,VendorA,97,108,0.0,,2026-06-09,2026-05-19,2026-05-22
Nova-Upgrade,T-NO-07,Control Cabinet,VendorA,81,50,0.0,,2026-03-18,2026-03-08,
Orion-Ramp,T-OR-06,Pressure Transducer,VendorE,45,67,0.0,,2026-03-09,2026-02-06,
Atlas-Sustaining,T-AT-04,Harness,VendorB,64,40,0.0,,2025-08-02,2025-07-10,2025-08-05
Helios-NewBay,T-HE-04,Tool Frame,VendorA,122,168,9507.32,Capacity constraint,2026-06-04,2026-05-04,2026-05-25
Phoenix-ETD,T-PH-06,Vac Pump,VendorE,83,92,504.44,Late ECO,2025-08-04,2025-08-14,
Nova-Upgrade,T-NO-02,MFC,VendorB,175,202,0.0,,2025-08-05,2025-07-19,2025-08-10
Nova-Upgrade,T-NO-01,Chiller,VendorF,65,127,3172.11,Rework,2026-05-19,2026-04-14,2026-05-01
Orion-Ramp,T-OR-02,Control Cabinet,VendorB,100,161,0.0,,2026-04-28,2026-05-09,
Orion-Ramp,T-OR-06,Control Cabinet,VendorD,82,66,0.0,,2026-05-31,2026-06-11,2026-06-18
Phoenix-ETD,T-PH-01,Tool Frame,VendorE,176,172,12869.43,Air freight,2025-07-31,2025-08-07,2025-09-03
Nova-Upgrade,T-NO-09,MFC,VendorF,138,128,0.0,,2025-12-23,2025-11-26,2025-11-23
Orion-Ramp,T-OR-08,MFC,VendorF,113,131,1860.22,Priority build,2026-05-31,2026-05-28,2026-05-30
Atlas-Sustaining,T-AT-08,Harness,VendorF,177,151,0.0,,2026-05-21,2026-05-21,
Atlas-Sustaining,T-AT-09,Gas Box,VendorE,135,96,0.0,,2025-11-20,2025-10-17,2025-10-20
Phoenix-ETD,T-PH-04,RF Gen,VendorE,29,8,0.0,,2026-03-25,2026-02-22,2026-03-11
Nova-Upgrade,T-NO-05,Gas Box,VendorE,28,34,0.0,,2026-04-04,2026-03-12,
Orion-Ramp,T-OR-07,Sensors Kit,VendorC,67,117,0.0,,2026-06-23,2026-05-17,2026-06-09
Atlas-Sustaining,T-AT-03,Harness,VendorD,28,40,0.0,,2026-01-30,2026-02-09,
Atlas-Sustaining,T-AT-02,Control Cabinet,VendorF,121,57,12195.56,Supplier expedite,2026-02-14,2026-02-06,
Atlas-Sustaining,T-AT-04,Gas Box,VendorF,137,157,10050.21,Rework,2025-07-22,2025-06-13,
Phoenix-ETD,T-PH-07,Gas Box,VendorC,116,84,0.0,,2026-01-06,2026-01-20,2026-01-22
Nova-Upgrade,T-NO-04,Harness,VendorF,92,148,11823.21,Late ECO,2026-03-18,2026-02-18,
Atlas-Sustaining,T-AT-10,Control Cabinet,VendorA,114,95,0.0,,2026-03-12,2026-02-10,2026-02-22
Helios-NewBay,T-HE-01,Gas Box,VendorC,127,138,0.0,,2025-07-26,2025-07-11,2025-07-31
Helios-NewBay,T-HE-09,Harness,VendorD,101,138,1374.22,Missing parts,2025-08-09,2025-07-08,2025-07-18
Phoenix-ETD,T-PH-09,Gas Box,VendorE,58,73,0.0,,2025-10-08,2025-10-06,2025-10-15
